collection,publication,year,issue_or_edition,filename,source_url,notes
Burlington Section GMC,RidgeLines,2017,RidgeLines Spring 2017,RidgeLines_Spring_2017.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2017-spring.pdf,
Burlington Section GMC,RidgeLines,2017,RidgeLines Summer 2017,RidgeLines_Summer_2017.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2017-summer.pdf,
Burlington Section GMC,RidgeLines,2017,RidgeLines Fall 2017,RidgeLines_Fall_2017.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2017-fall.pdf,
Burlington Section GMC,RidgeLines,2017,RidgeLines Winter 2017,RidgeLines_Winter_2017.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2017-winter.pdf,
Burlington Section GMC,RidgeLines,2018,RidgeLines Spring 2018,RidgeLines_Spring_2018.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2018-spring.pdf,
Burlington Section GMC,RidgeLines,2018,RidgeLines Summer 2018,RidgeLines_Summer_2018.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2018-summer.pdf,
Burlington Section GMC,RidgeLines,2018,RidgeLines Fall 2018,RidgeLines_Fall_2018.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2018-fall.pdf,
Burlington Section GMC,RidgeLines,2018,RidgeLines Winter 2018,RidgeLines_Winter_2018.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2018-winter.pdf,
Burlington Section GMC,RidgeLines,2019,RidgeLines Spring 2019,RidgeLines_Spring_2019.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2019-spring.pdf,
Burlington Section GMC,RidgeLines,2019,RidgeLines Summer 2019,RidgeLines_Summer_2019.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2019-summer.pdf,
Burlington Section GMC,RidgeLines,2019,RidgeLines Fall 2019,RidgeLines_Fall_2019.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2019-fall.pdf,
Burlington Section GMC,RidgeLines,2019,RidgeLines Winter 2019,RidgeLines_Winter_2019.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2019-winter.pdf,
Burlington Section GMC,RidgeLines,2020,RidgeLines Spring 2020,RidgeLines_Spring_2020.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2020-spring.pdf,
Burlington Section GMC,RidgeLines,2020,RidgeLines Summer 2020,RidgeLines_Summer_2020.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2020-summer.pdf,
Burlington Section GMC,RidgeLines,2020,RidgeLines Fall 2020,RidgeLines_Fall_2020.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2020-fall.pdf,
Burlington Section GMC,RidgeLines,2020,RidgeLines Winter 2020,RidgeLines_Winter_2020.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2020-winter.pdf,
Burlington Section GMC,RidgeLines,2021,RidgeLines Spring 2021,RidgeLines_Spring_2021.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2021-spring.pdf,
Burlington Section GMC,RidgeLines,2021,RidgeLines Summer 2021,RidgeLines_Summer_2021.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2021-summer.pdf,
Burlington Section GMC,RidgeLines,2021,RidgeLines Fall 2021,RidgeLines_Fall_2021.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2021-fall.pdf,
Burlington Section GMC,RidgeLines,2021,RidgeLines Winter 2021,RidgeLines_Winter_2021.pdf,http://gmcburlington.org/wp-content/uploads/2023/01/ridgelines-2021-winter.pdf,
Burlington Section GMC,RidgeLines,2022,RidgeLines Spring 2022,RidgeLines_Spring_2022.pdf,http://gmcburlington.org/wp-content/uploads/2022/09/ridgelines-spring-2022-final-1.pdf,
Burlington Section GMC,RidgeLines,2022,RidgeLines Summer 2022,RidgeLines_Summer_2022.pdf,https://gmcburlington.org/wp-content/uploads/2022/09/ridgelines-summer-2022.pdf,
Burlington Section GMC,RidgeLines,2022,RidgeLines Winter 2022,RidgeLines_Winter_2022.pdf,http://gmcburlington.org/wp-content/uploads/2022/12/winter-2022.pdf,
Burlington Section GMC,RidgeLines,2023,RidgeLines Spring 2023,RidgeLines_Spring_2023.pdf,http://gmcburlington.org/wp-content/uploads/2023/03/ridgelines-2023-spring.pdf,
Burlington Section GMC,RidgeLines,2023,RidgeLines Summer 2023,RidgeLines_Summer_2023.pdf,http://gmcburlington.org/wp-content/uploads/2023/05/ridgelines-2023-summer.pdf,
Burlington Section GMC,RidgeLines,2023,RidgeLines Fall 2023,RidgeLines_Fall_2023.pdf,http://gmcburlington.org/wp-content/uploads/2023/09/ridgeLines-2023-fall.pdf,
Burlington Section GMC,RidgeLines,2023,RidgeLines Winter 2023,RidgeLines_Winter_2023.pdf,http://gmcburlington.org/wp-content/uploads/2023/12/Dec-2023RidgeLines.pdf,
Burlington Section GMC,RidgeLines,2024,RidgeLines Spring 2024,RidgeLines_Spring_2024.pdf,http://gmcburlington.org/wp-content/uploads/2024/03/Ridgelines-vol-53-04_spring-2024.pdf,
Burlington Section GMC,RidgeLines,2024,RidgeLines Fall 2024,RidgeLines_Fall_2024.pdf,http://gmcburlington.org/wp-content/uploads/2024/09/RidgeLines_Fall24-v5.pdf,
Burlington Section GMC,RidgeLines,2024,RidgeLines Winter 2024,RidgeLines_Winter_2024.pdf,http://gmcburlington.org/wp-content/uploads/2024/12/RidgeLines_Winter24_FINAL-1.pdf,
Burlington Section GMC,RidgeLines,2025,RidgeLines Spring 2025,RidgeLines_Spring_2025.pdf,http://gmcburlington.org/wp-content/uploads/2025/02/Ridgelines-Spring-2025.pdf,
Burlington Section GMC,RidgeLines,2025,RidgeLines Summer 2025,RidgeLines_Summer_2025.pdf,http://gmcburlington.org/wp-content/uploads/2025/06/Summer-2025-Ridgelines-Final.pdf,
Burlington Section GMC,RidgeLines,2025,RidgeLines Fall 2025 #3,RidgeLines_Fall_2025_#3.pdf,http://gmcburlington.org/wp-content/uploads/2025/09/Ridgelines-Fall-2025.pdf,
Burlington Section GMC,RidgeLines,2025,RidgeLines Winter 2026,RidgeLines_Winter_2026.pdf,http://gmcburlington.org/wp-content/uploads/2025/12/Ridgelines-Winter-2026.pdf,
Burlington Section GMC,RidgeLines,2026,RidgeLines Spring 2026,RidgeLines_Spring_2026.pdf,http://gmcburlington.org/wp-content/uploads/2026/03/Ridgelines-Spring-2026.pdf,
Burlington Section GMC,RidgeLines,2026,RidgeLines Summer 2026,RidgeLines_Summer_2026.pdf,http://gmcburlington.org/wp-content/uploads/2026/06/Ridgelines-Summer-2026.pdf,
Bennington Section GMC,The Stepping Stone,2023,newsletterseptember2023,bennington-stepping-stone/SteppingStone_newsletterseptember2023.pdf,https://www.benningtongmc.org/uploads/1/2/9/9/129930871/newsletterseptember2023.pdf,
Connecticut Section GMC,Trail Talk,2023,Spring 2023,connecticut-trail-talk/Trail_Talk_2023_Spring.pdf,https://conngmc.com/index.php/download_file/view/132/144/,
Connecticut Section GMC,Trail Talk,2023,Winter 2023,connecticut-trail-talk/Trail_Talk_2023_Winter.pdf,https://conngmc.com/index.php/download_file/view/131/144/,
Connecticut Section GMC,Trail Talk,2022,Fall 2022,connecticut-trail-talk/Trail_Talk_2022_Fall.pdf,https://conngmc.com/index.php/download_file/view/130/144/,
Connecticut Section GMC,Trail Talk,2022,Summer 2022,connecticut-trail-talk/Trail_Talk_2022_Summer.pdf,https://conngmc.com/index.php/download_file/view/129/144/,
Connecticut Section GMC,Trail Talk,2022,Spring 2022,connecticut-trail-talk/Trail_Talk_2022_Spring.pdf,https://conngmc.com/index.php/download_file/view/127/144/,
Connecticut Section GMC,Trail Talk,2022,Winter 2022,connecticut-trail-talk/Trail_Talk_2022_Winter.pdf,https://conngmc.com/index.php/download_file/view/128/144/,
Connecticut Section GMC,Trail Talk,2021,Fall 2021,connecticut-trail-talk/Trail_Talk_2021_Fall.pdf,https://conngmc.com/index.php/download_file/view/126/144/,
Connecticut Section GMC,Trail Talk,2021,Summer 2021,connecticut-trail-talk/Trail_Talk_2021_Summer.pdf,https://conngmc.com/index.php/download_file/view/125/144/,
Connecticut Section GMC,Trail Talk,2021,Spring 2021,connecticut-trail-talk/Trail_Talk_2021_Spring.pdf,https://conngmc.com/index.php/download_file/view/124/144/,
Connecticut Section GMC,Trail Talk,2021,Winter 2021,connecticut-trail-talk/Trail_Talk_2021_Winter.pdf,https://conngmc.com/index.php/download_file/view/121/144/,
Connecticut Section GMC,Trail Talk,2020,Fall 2020,connecticut-trail-talk/Trail_Talk_2020_Fall.pdf,https://conngmc.com/index.php/download_file/view/122/144/,
Connecticut Section GMC,Trail Talk,2020,Summer 2020,connecticut-trail-talk/Trail_Talk_2020_Summer.pdf,https://conngmc.com/index.php/download_file/view/123/144/,
Connecticut Section GMC,Trail Talk,2020,Spring 2020,connecticut-trail-talk/Trail_Talk_2020_Spring.pdf,https://conngmc.com/index.php/download_file/view/120/144/,
Connecticut Section GMC,Trail Talk,2020,Winter 2020,connecticut-trail-talk/Trail_Talk_2020_Winter.pdf,https://conngmc.com/index.php/download_file/view/119/144/,
Connecticut Section GMC,Trail Talk,2019,Spring 2019,connecticut-trail-talk/Trail_Talk_2019_Spring.pdf,https://conngmc.com/index.php/download_file/view/118/144/,
Connecticut Section GMC,Trail Talk,2019,Winter 2019,connecticut-trail-talk/Trail_Talk_2019_Winter.pdf,https://conngmc.com/index.php/download_file/view/117/144/,
Connecticut Section GMC,Trail Talk,2018,Fall 2018,connecticut-trail-talk/Trail_Talk_2018_Fall.pdf,https://conngmc.com/index.php/download_file/view/116/144/,
Connecticut Section GMC,Trail Talk,2018,Summer 2018,connecticut-trail-talk/Trail_Talk_2018_Summer.pdf,https://conngmc.com/index.php/download_file/view/115/144/,
Connecticut Section GMC,Trail Talk,2018,Spring-2 2018,connecticut-trail-talk/Trail_Talk_2018_Spring-2.pdf,https://conngmc.com/index.php/download_file/view/111/144/,
Connecticut Section GMC,Trail Talk,2018,Spring-1 2018,connecticut-trail-talk/Trail_Talk_2018_Spring-1.pdf,https://conngmc.com/index.php/download_file/view/110/144/,
Connecticut Section GMC,Trail Talk,2017,Fall-2 2017,connecticut-trail-talk/Trail_Talk_2017_Fall-2.pdf,https://conngmc.com/index.php/download_file/view/113/144/,
Connecticut Section GMC,Trail Talk,2017,Fall-1 2017,connecticut-trail-talk/Trail_Talk_2017_Fall-1.pdf,https://conngmc.com/index.php/download_file/view/112/144/,
Connecticut Section GMC,Trail Talk,2017,Summer 2017,connecticut-trail-talk/Trail_Talk_2017_Summer.pdf,https://conngmc.com/index.php/download_file/view/114/144/,
Connecticut Section GMC,Trail Talk,2017,Spring 2017,connecticut-trail-talk/Trail_Talk_2017_Spring.pdf,https://conngmc.com/index.php/download_file/view/108/144/,
Connecticut Section GMC,Trail Talk,2017,Winter 2017,connecticut-trail-talk/Trail_Talk_2017_Winter.pdf,https://conngmc.com/index.php/download_file/view/107/144/,
Connecticut Section GMC,Trail Talk,2016,Fall 2016,connecticut-trail-talk/Trail_Talk_2016_Fall.pdf,https://conngmc.com/index.php/download_file/view/105/144/,
Connecticut Section GMC,Trail Talk,2016,Summer 2016,connecticut-trail-talk/Trail_Talk_2016_Summer.pdf,https://conngmc.com/index.php/download_file/view/109/144/,
Connecticut Section GMC,Trail Talk,2016,Spring 2016,connecticut-trail-talk/Trail_Talk_2016_Spring.pdf,https://conngmc.com/index.php/download_file/view/104/144/,
Connecticut Section GMC,Trail Talk,2016,Winter 2016,connecticut-trail-talk/Trail_Talk_2016_Winter.pdf,https://conngmc.com/index.php/download_file/view/103/144/,
Connecticut Section GMC,Trail Talk,2015,Summer 2015,connecticut-trail-talk/Trail_Talk_2015_Summer.pdf,https://conngmc.com/index.php/download_file/view/102/144/,
Connecticut Section GMC,Trail Talk,2015,Spring 2015,connecticut-trail-talk/Trail_Talk_2015_Spring.pdf,https://conngmc.com/index.php/download_file/view/101/144/,
Connecticut Section GMC,Trail Talk,2015,Winter 2015,connecticut-trail-talk/Trail_Talk_2015_Winter.pdf,https://conngmc.com/index.php/download_file/view/99/144/,
Connecticut Section GMC,Trail Talk,2014,Fall 2014,connecticut-trail-talk/Trail_Talk_2014_Fall.pdf,https://conngmc.com/index.php/download_file/view/96/144/,
Connecticut Section GMC,Trail Talk,2014,Summer 2014,connecticut-trail-talk/Trail_Talk_2014_Summer.pdf,https://conngmc.com/index.php/download_file/view/97/144/,
Connecticut Section GMC,Trail Talk,2014,Spring 2014,connecticut-trail-talk/Trail_Talk_2014_Spring.pdf,https://conngmc.com/index.php/download_file/view/98/144/,
Connecticut Section GMC,Trail Talk,2014,Winter 2014,connecticut-trail-talk/Trail_Talk_2014_Winter.pdf,https://conngmc.com/index.php/download_file/view/92/144/,
Connecticut Section GMC,Trail Talk,2013,Fall 2013,connecticut-trail-talk/Trail_Talk_2013_Fall.pdf,https://conngmc.com/index.php/download_file/view/94/144/,
Connecticut Section GMC,Trail Talk,2013,Summer 2013,connecticut-trail-talk/Trail_Talk_2013_Summer.pdf,https://conngmc.com/index.php/download_file/view/93/144/,
Connecticut Section GMC,Trail Talk,2013,Spring 2013,connecticut-trail-talk/Trail_Talk_2013_Spring.pdf,https://conngmc.com/index.php/download_file/view/95/144/,
Connecticut Section GMC,Trail Talk,2013,Winter 2013,connecticut-trail-talk/Trail_Talk_2013_Winter.pdf,https://conngmc.com/index.php/download_file/view/10/144/,
Connecticut Section GMC,Trail Talk,2012,Fall 2012,connecticut-trail-talk/Trail_Talk_2012_Fall.pdf,https://conngmc.com/index.php/download_file/view/68/144/,
Connecticut Section GMC,Trail Talk,2012,Summer 2012,connecticut-trail-talk/Trail_Talk_2012_Summer.pdf,https://conngmc.com/index.php/download_file/view/64/144/,
Connecticut Section GMC,Trail Talk,2012,Spring 2012,connecticut-trail-talk/Trail_Talk_2012_Spring.pdf,https://conngmc.com/index.php/download_file/view/27/144/,
Connecticut Section GMC,Trail Talk,2011,Fall 2011,connecticut-trail-talk/Trail_Talk_2011_Fall.pdf,https://conngmc.com/index.php/download_file/view/76/144/,
Connecticut Section GMC,Trail Talk,2011,Summer 2011,connecticut-trail-talk/Trail_Talk_2011_Summer.pdf,https://conngmc.com/index.php/download_file/view/61/144/,
Connecticut Section GMC,Trail Talk,2011,Spring 2011,connecticut-trail-talk/Trail_Talk_2011_Spring.pdf,https://conngmc.com/index.php/download_file/view/70/144/,
Connecticut Section GMC,Trail Talk,2011,Winter 2011,connecticut-trail-talk/Trail_Talk_2011_Winter.pdf,https://conngmc.com/index.php/download_file/view/71/144/,
Connecticut Section GMC,Trail Talk,2010,Fall 2010,connecticut-trail-talk/Trail_Talk_2010_Fall.pdf,https://conngmc.com/index.php/download_file/view/69/144/,
Connecticut Section GMC,Trail Talk,2010,Summer 2010,connecticut-trail-talk/Trail_Talk_2010_Summer.pdf,https://conngmc.com/index.php/download_file/view/60/144/,
Connecticut Section GMC,Trail Talk,2010,Spring 2010,connecticut-trail-talk/Trail_Talk_2010_Spring.pdf,https://conngmc.com/index.php/download_file/view/39/144/,
Connecticut Section GMC,Trail Talk,2010,Winter 2010,connecticut-trail-talk/Trail_Talk_2010_Winter.pdf,https://conngmc.com/index.php/download_file/view/51/144/,
Connecticut Section GMC,Trail Talk,2009,Fall 2009,connecticut-trail-talk/Trail_Talk_2009_Fall.pdf,https://conngmc.com/index.php/download_file/view/73/144/,
Connecticut Section GMC,Trail Talk,2009,Summer 2009,connecticut-trail-talk/Trail_Talk_2009_Summer.pdf,https://conngmc.com/index.php/download_file/view/59/144/,
Connecticut Section GMC,Trail Talk,2009,Spring 2009,connecticut-trail-talk/Trail_Talk_2009_Spring.pdf,https://conngmc.com/index.php/download_file/view/32/144/,
Connecticut Section GMC,Trail Talk,2009,Winter 2009,connecticut-trail-talk/Trail_Talk_2009_Winter.pdf,https://conngmc.com/index.php/download_file/view/72/144/,
Connecticut Section GMC,Trail Talk,2008,Fall 2008,connecticut-trail-talk/Trail_Talk_2008_Fall.pdf,https://conngmc.com/index.php/download_file/view/80/144/,
Connecticut Section GMC,Trail Talk,2008,Summer 2008,connecticut-trail-talk/Trail_Talk_2008_Summer.pdf,https://conngmc.com/index.php/download_file/view/58/144/,
Connecticut Section GMC,Trail Talk,2008,Spring 2008,connecticut-trail-talk/Trail_Talk_2008_Spring.pdf,https://conngmc.com/index.php/download_file/view/31/144/,
Connecticut Section GMC,Trail Talk,2008,Winter 2008,connecticut-trail-talk/Trail_Talk_2008_Winter.pdf,https://conngmc.com/index.php/download_file/view/50/144/,
Connecticut Section GMC,Trail Talk,2007,Fall 2007,connecticut-trail-talk/Trail_Talk_2007_Fall.pdf,https://conngmc.com/index.php/download_file/view/79/144/,
Connecticut Section GMC,Trail Talk,2007,Summer 2007,connecticut-trail-talk/Trail_Talk_2007_Summer.pdf,https://conngmc.com/index.php/download_file/view/57/144/,
Connecticut Section GMC,Trail Talk,2007,Spring 2007,connecticut-trail-talk/Trail_Talk_2007_Spring.pdf,https://conngmc.com/index.php/download_file/view/30/144/,
Connecticut Section GMC,Trail Talk,2007,Winter 2007,connecticut-trail-talk/Trail_Talk_2007_Winter.pdf,https://conngmc.com/index.php/download_file/view/49/144/,
Connecticut Section GMC,Trail Talk,2006,Fall 2006,connecticut-trail-talk/Trail_Talk_2006_Fall.pdf,https://conngmc.com/index.php/download_file/view/78/144/,
Connecticut Section GMC,Trail Talk,2006,Summer 2006,connecticut-trail-talk/Trail_Talk_2006_Summer.pdf,https://conngmc.com/index.php/download_file/view/56/144/,
Connecticut Section GMC,Trail Talk,2006,Spring 2006,connecticut-trail-talk/Trail_Talk_2006_Spring.pdf,https://conngmc.com/index.php/download_file/view/29/144/,
Connecticut Section GMC,Trail Talk,2006,Winter 2006,connecticut-trail-talk/Trail_Talk_2006_Winter.pdf,https://conngmc.com/index.php/download_file/view/48/144/,
Connecticut Section GMC,Trail Talk,2005,Fall 2005,connecticut-trail-talk/Trail_Talk_2005_Fall.pdf,https://conngmc.com/index.php/download_file/view/77/144/,
Connecticut Section GMC,Trail Talk,2005,Summer 2005,connecticut-trail-talk/Trail_Talk_2005_Summer.pdf,https://conngmc.com/index.php/download_file/view/55/144/,
Connecticut Section GMC,Trail Talk,2005,Spring 2005,connecticut-trail-talk/Trail_Talk_2005_Spring.pdf,https://conngmc.com/index.php/download_file/view/28/144/,
Connecticut Section GMC,Trail Talk,2005,Winter 2005,connecticut-trail-talk/Trail_Talk_2005_Winter.pdf,https://conngmc.com/index.php/download_file/view/53/144/,
Connecticut Section GMC,Trail Talk,2004,Fall 2004,connecticut-trail-talk/Trail_Talk_2004_Fall.pdf,https://conngmc.com/index.php/download_file/view/83/144/,
Connecticut Section GMC,Trail Talk,2004,Summer 2004,connecticut-trail-talk/Trail_Talk_2004_Summer.pdf,https://conngmc.com/index.php/download_file/view/63/144/,
Connecticut Section GMC,Trail Talk,2004,Spring 2004,connecticut-trail-talk/Trail_Talk_2004_Spring.pdf,https://conngmc.com/index.php/download_file/view/38/144/,
Connecticut Section GMC,Trail Talk,2004,Winter 2004,connecticut-trail-talk/Trail_Talk_2004_Winter.pdf,https://conngmc.com/index.php/download_file/view/47/144/,
Connecticut Section GMC,Trail Talk,2003,Fall 2003,connecticut-trail-talk/Trail_Talk_2003_Fall.pdf,https://conngmc.com/index.php/download_file/view/74/144/,
Connecticut Section GMC,Trail Talk,2003,Summer 2003,connecticut-trail-talk/Trail_Talk_2003_Summer.pdf,https://conngmc.com/index.php/download_file/view/54/144/,
Connecticut Section GMC,Trail Talk,2003,Spring 2003,connecticut-trail-talk/Trail_Talk_2003_Spring.pdf,https://conngmc.com/index.php/download_file/view/37/144/,
Connecticut Section GMC,Trail Talk,2003,Winter 2003,connecticut-trail-talk/Trail_Talk_2003_Winter.pdf,https://conngmc.com/index.php/download_file/view/46/144/,
Connecticut Section GMC,Trail Talk,2002,Fall 2002,connecticut-trail-talk/Trail_Talk_2002_Fall.pdf,https://conngmc.com/index.php/download_file/view/82/144/,
Connecticut Section GMC,Trail Talk,2002,Summer 2002,connecticut-trail-talk/Trail_Talk_2002_Summer.pdf,https://conngmc.com/index.php/download_file/view/62/144/,
Connecticut Section GMC,Trail Talk,2002,Spring 2002,connecticut-trail-talk/Trail_Talk_2002_Spring.pdf,https://conngmc.com/index.php/download_file/view/36/144/,
Connecticut Section GMC,Trail Talk,2002,Winter 2002,connecticut-trail-talk/Trail_Talk_2002_Winter.pdf,https://conngmc.com/index.php/download_file/view/52/144/,
Connecticut Section GMC,Trail Talk,2001,Fall 2001,connecticut-trail-talk/Trail_Talk_2001_Fall.pdf,https://conngmc.com/index.php/download_file/view/81/144/,
Connecticut Section GMC,Trail Talk,2001,Summer 2001,connecticut-trail-talk/Trail_Talk_2001_Summer.pdf,https://conngmc.com/index.php/download_file/view/42/144/,
Connecticut Section GMC,Trail Talk,2001,Spring 2001,connecticut-trail-talk/Trail_Talk_2001_Spring.pdf,https://conngmc.com/index.php/download_file/view/67/144/,
Connecticut Section GMC,Trail Talk,2001,Winter 2001,connecticut-trail-talk/Trail_Talk_2001_Winter.pdf,https://conngmc.com/index.php/download_file/view/35/144/,
Connecticut Section GMC,Trail Talk,2000,Fall 2000,connecticut-trail-talk/Trail_Talk_2000_Fall.pdf,https://conngmc.com/index.php/download_file/view/41/144/,
Connecticut Section GMC,Trail Talk,2000,Summer 2000,connecticut-trail-talk/Trail_Talk_2000_Summer.pdf,https://conngmc.com/index.php/download_file/view/66/144/,
Connecticut Section GMC,Trail Talk,2000,Spring 2000,connecticut-trail-talk/Trail_Talk_2000_Spring.pdf,https://conngmc.com/index.php/download_file/view/34/144/,
Connecticut Section GMC,Trail Talk,2000,Winter 2000,connecticut-trail-talk/Trail_Talk_2000_Winter.pdf,https://conngmc.com/index.php/download_file/view/44/144/,
Connecticut Section GMC,Trail Talk,1999,December 1999,connecticut-trail-talk/Trail_Talk_1999_December.pdf,https://conngmc.com/index.php/download_file/view/43/144/,
Connecticut Section GMC,Trail Talk,1999,October 1999,connecticut-trail-talk/Trail_Talk_1999_October.pdf,https://conngmc.com/index.php/download_file/view/75/144/,
Connecticut Section GMC,Trail Talk,1999,August 1999,connecticut-trail-talk/Trail_Talk_1999_August.pdf,https://conngmc.com/index.php/download_file/view/40/144/,
Connecticut Section GMC,Trail Talk,1999,June 1999,connecticut-trail-talk/Trail_Talk_1999_June.pdf,https://conngmc.com/index.php/download_file/view/65/144/,
Connecticut Section GMC,Trail Talk,1999,April 1999,connecticut-trail-talk/Trail_Talk_1999_April.pdf,https://conngmc.com/index.php/download_file/view/33/144/,
Montpelier Section GMC,Trail Talk,2026,157,montpelier-trail-talk/157.pdf,http://gmcmontpelier.org/archives/TrailTalk/2026/157.pdf,
Northeast Kingdom Section GMC,Ramblings,2021,Summer 2021,northeast-kingdom-ramblings/Ramblings_2021_Summer_3-1-Ramblings.pdf,https://www.nekgmc.org/wp-content/uploads/2021/08/3-1-Ramblings.pdf,Issues from Fall 2021 onward are Mailchimp HTML only
Northeast Kingdom Section GMC,Ramblings,2021,Spring 2021,northeast-kingdom-ramblings/Ramblings_2021_Spring_2-4-Ramblings.pdf,https://www.nekgmc.org/wp-content/uploads/2021/04/2-4-Ramblings.pdf,Issues from Fall 2021 onward are Mailchimp HTML only
Northeast Kingdom Section GMC,Ramblings,2021,Winter 2021,northeast-kingdom-ramblings/Ramblings_2021_Winter_2-3-Ramblings.pdf,https://www.nekgmc.org/wp-content/uploads/2021/01/2-3-Ramblings.pdf,Issues from Fall 2021 onward are Mailchimp HTML only
Northeast Kingdom Section GMC,Ramblings,2020,Fall 2020,northeast-kingdom-ramblings/Ramblings_2020_Fall_2-2-Ramblings.pdf,https://www.nekgmc.org/wp-content/uploads/2020/10/2-2-Ramblings.pdf,Issues from Fall 2021 onward are Mailchimp HTML only
Northern Frontier Section GMC,Newsletter,2026,Summer Fall2026Newsletter,northern-frontier-newsletter/NorthernFrontierSectionSummer-Fall2026Newsletter.pdf,http://gmcnorthernfrontier.org/NorthernFrontierSectionSummer-Fall2026Newsletter.pdf,
Northern Frontier Section GMC,Newsletter,2022,GMC NF 2022 Annual Meeting,northern-frontier-newsletter/GMC-NF-2022-Annual-Meeting.pdf,http://gmcnorthernfrontier.org/GMC-NF-2022-Annual-Meeting.pdf,
Northern Frontier Section GMC,Newsletter,2022,Northern Frontier Section Newsletter  Winter 2022,northern-frontier-newsletter/Northern-Frontier-Section-Newsletter-Winter-2022.pdf,http://gmcnorthernfrontier.org/Northern-Frontier-Section-Newsletter-Winter-2022.pdf,
Northern Frontier Section GMC,Newsletter,2021,Northern Frontier Section Annual Meeting 2021,northern-frontier-newsletter/Northern-Frontier-Section-Annual-Meeting-2021.pdf,http://gmcnorthernfrontier.org/Northern-Frontier-Section-Annual-Meeting-2021.pdf,
Northern Frontier Section GMC,Newsletter,2021,Northern Frontier Section Newsletter  Summer 2021,northern-frontier-newsletter/Northern-Frontier-Section-Newsletter-Summer-2021.pdf,http://gmcnorthernfrontier.org/Northern-Frontier-Section-Newsletter-Summer-2021.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2026,March 2026,upper-valley-ottauquechee-footnotes/Footnotes_2026_March.pdf,https://uppervalleygmc.org/wp-content/uploads/2026/02/2026-Mar-FOOTNOTES-All.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2025,December 2025,upper-valley-ottauquechee-footnotes/Footnotes_2025_December.pdf,https://uppervalleygmc.org/wp-content/uploads/2025/11/2025-Dec-FOOTNOTES-All.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2025,September 2025,upper-valley-ottauquechee-footnotes/Footnotes_2025_September.pdf,https://uppervalleygmc.org/wp-content/uploads/2025/09/2025-Sept_FOOTNOTES_all.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2025,June 2025,upper-valley-ottauquechee-footnotes/Footnotes_2025_June.pdf,https://uppervalleygmc.org/wp-content/uploads/2025/06/2025-Jun-FOOTNOTES-All.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2025,March 2025,upper-valley-ottauquechee-footnotes/Footnotes_2025_March.pdf,https://uppervalleygmc.org/wp-content/uploads/2025/03/2025-Mar-FOOTNOTES-All.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2024,December 2024,upper-valley-ottauquechee-footnotes/Footnotes_2024_December.pdf,https://uppervalleygmc.org/wp-content/uploads/2024/12/2024-Dec-FOOTNOTES-all.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2024,September 2024,upper-valley-ottauquechee-footnotes/Footnotes_2024_September.pdf,https://uppervalleygmc.org/wp-content/uploads/2024/08/2024-Sept-FOOTNOTES-all.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2024,June 2024,upper-valley-ottauquechee-footnotes/Footnotes_2024_June.pdf,https://uppervalleygmc.org/wp-content/uploads/2024/05/2024-June-FOOTNOTES-all.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2024,March 2024,upper-valley-ottauquechee-footnotes/Footnotes_2024_March.pdf,https://uppervalleygmc.org/wp-content/uploads/2024/02/2024-Mar-FOOTNOTES-All.pdf,
Upper Valley Ottauquechee Section GMC,Footnotes,2023,December 2023,upper-valley-ottauquechee-footnotes/Footnotes_2023_December.pdf,https://uppervalleygmc.org/wp-content/uploads/2023/11/2023-Dec-FOOTNOTES_-All.pdf,
